Program,Study year,Semester,Course,Student ID,Position in Rating,Average Grade,Minimal Grade,Percentile,GPA
Информатика и вычислительная техника,2020/2021,1,4,Студент 5969855,120 - 122,7.75,4,88.15%,7.00
Информатика и вычислительная техника,2020/2021,1,4,Студент 8178208,120 - 122,7.75,4,88.15%,7.00
Информатика и вычислительная техника,2020/2021,1,4,Студент 6076653,120 - 122,7.75,4,88.15%,7.00
Информатика и вычислительная техника,2020/2021,1,4,Студент 4319275,123,7.5,5,90.37%,6.94
Информатика и вычислительная техника,2020/2021,1,4,Студент 300586,124,7,6,91.11%,6.75
Информатика и вычислительная техника,2020/2021,1,4,Студент 2985682,125 - 126,6.25,7,91.85%,6.63
Информатика и вычислительная техника,2020/2021,1,4,Студент 467437,125 - 126,7,4,91.85%,6.63
Информатика и вычислительная техника,2020/2021,1,4,Студент 3304291,127,6.5,4,93.33%,6.50
Информатика и вычислительная техника,2020/2021,1,4,Студент 1971746,128,7.25,2,94.07%,6.31
Информатика и вычислительная техника,2020/2021,1,4,Студент 9770271,129,6.5,4,94.81%,5.94
Информатика и вычислительная техника,2020/2021,1,4,Студент 440638,130,6,4,95.56%,5.83
Информатика и вычислительная техника,2020/2021,1,4,Студент 4144939,131 - 132,5.25,5,96.3%,5.38
Информатика и вычислительная техника,2020/2021,1,4,Студент 1900074,131 - 132,5.5,4,96.3%,5.38
Информатика и вычислительная техника,2020/2021,1,4,Студент 8364686,133,5.5,4,97.78%,5.13
Информатика и вычислительная техника,2020/2021,1,4,Студент 2675104,134,4.5,0,98.52%,4.44
Информатика и вычислительная техника,2020/2021,1,4,Студент 3766935,135,2.25,0,99.26%,2.75
Информатика и вычислительная техника,2019/2020,2,1,Студент 6459677,1,9.78,8,0%,9.82
Информатика и вычислительная техника,2019/2020,2,1,Студент 760439,2,9.67,8,0.6%,9.66
Информатика и вычислительная техника,2019/2020,2,1,Студент 309869,3,9.5,7,1.19%,9.48
Информатика и вычислительная техника,2019/2020,2,1,Студент 2989226,4,9.22,6,1.79%,9.14
Информатика и вычислительная техника,2019/2020,2,1,Студент 1698330,5,9.1,7,2.38%,9.04
Информатика и вычислительная техника,2019/2020,2,1,Студент 8482312,6 - 8,8.89,7,2.98%,9.02
Информатика и вычислительная техника,2019/2020,2,1,Студент 2646148,6 - 8,9.11,6,2.98%,9.02
Информатика и вычислительная техника,2019/2020,2,1,Студент 5302421,6 - 8,8.78,7,2.98%,9.02
Информатика и вычислительная техника,2019/2020,2,1,Студент 2460238,9 - 11,9.11,7,4.76%,8.98
Информатика и вычислительная техника,2019/2020,2,1,Студент 1486317,9 - 11,9.11,8,4.76%,8.98
Информатика и вычислительная техника,2019/2020,2,1,Студент 6661987,9 - 11,9,7,4.76%,8.98
Информатика и вычислительная техника,2019/2020,2,1,Студент 3891866,12,8.89,6,6.55%,8.93
Информатика и вычислительная техника,2019/2020,2,1,Студент 2379732,13,9,8,7.14%,8.89
Информатика и вычислительная техника,2019/2020,2,1,Студент 8010776,14,8.78,7,7.74%,8.80
Информатика и вычислительная техника,2019/2020,2,1,Студент 3016949,15 - 16,8.89,6,8.33%,8.70
Информатика и вычислительная техника,2019/2020,2,1,Студент 224753,15 - 16,8.78,8,8.33%,8.70
Информатика и вычислительная техника,2019/2020,2,1,Студент 4853048,17,8.8,8,9.52%,8.64
Информатика и вычислительная техника,2019/2020,2,1,Студент 7763383,18 - 19,8.78,7,10.12%,8.64
Информатика и вычислительная техника,2019/2020,2,1,Студент 2040470,18 - 19,8.78,7,10.12%,8.64
Информатика и вычислительная техника,2019/2020,2,1,Студент 4487739,20,8.7,7,11.31%,8.63
Информатика и вычислительная техника,2019/2020,2,1,Студент 5604933,21 - 25,8.78,6,11.9%,8.61
Информатика и вычислительная техника,2019/2020,2,1,Студент 2677149,21 - 25,8.67,7,11.9%,8.61
Информатика и вычислительная техника,2019/2020,2,1,Студент 8214904,21 - 25,8.33,7,11.9%,8.61
Информатика и вычислительная техника,2019/2020,2,1,Студент 6297573,21 - 25,8.67,6,11.9%,8.61
Информатика и вычислительная техника,2019/2020,2,1,Студент 2731927,21 - 25,8.78,7,11.9%,8.61
Информатика и вычислительная техника,2019/2020,2,1,Студент 9770408,26,8.56,5,14.88%,8.57
Информатика и вычислительная техника,2019/2020,2,1,Студент 9809131,27,8.78,7,15.48%,8.55
Информатика и вычислительная техника,2019/2020,2,1,Студент 4333616,28,8.67,7,16.07%,8.52
Информатика и вычислительная техника,2019/2020,2,1,Студент 5700291,29 - 31,8.33,7,16.67%,8.48
Информатика и вычислительная техника,2019/2020,2,1,Студент 6740503,29 - 31,8.33,7,16.67%,8.48
Информатика и вычислительная техника,2019/2020,2,1,Студент 7102567,29 - 31,8.67,6,16.67%,8.48
Информатика и вычислительная техника,2019/2020,2,1,Студент 3946216,32 - 33,8.33,7,18.45%,8.43
Информатика и вычислительная техника,2019/2020,2,1,Студент 6558265,32 - 33,8.44,7,18.45%,8.43
Информатика и вычислительная техника,2019/2020,2,1,Студент 2440361,34 - 37,8.56,7,19.64%,8.41
Информатика и вычислительная техника,2019/2020,2,1,Студент 5724482,34 - 37,8.56,6,19.64%,8.41
Информатика и вычислительная техника,2019/2020,2,1,Студент 9934095,34 - 37,8.22,2,19.64%,8.41
Информатика и вычислительная техника,2019/2020,2,1,Студент 3208086,34 - 37,8.33,6,19.64%,8.41
Информатика и вычислительная техника,2019/2020,2,1,Студент 5133180,38 - 39,8.33,7,22.02%,8.39
Информатика и вычислительная техника,2019/2020,2,1,Студент 705294,38 - 39,8.56,7,22.02%,8.39
Информатика и вычислительная техника,2019/2020,2,1,Студент 6066980,40 - 41,8.56,7,23.21%,8.36
Информатика и вычислительная техника,2019/2020,2,1,Студент 7192915,40 - 41,8.44,4,23.21%,8.36
Информатика и вычислительная техника,2019/2020,2,1,Студент 7274668,42,8.22,6,24.4%,8.34
Информатика и вычислительная техника,2019/2020,2,1,Студент 8621299,43 - 44,8.22,6,25%,8.32
Информатика и вычислительная техника,2019/2020,2,1,Студент 5194002,43 - 44,8.44,6,25%,8.32
Информатика и вычислительная техника,2019/2020,2,1,Студент 8367873,45 - 46,8.22,5,26.19%,8.27
Информатика и вычислительная техника,2019/2020,2,1,Студент 4256613,45 - 46,8.33,6,26.19%,8.27
Информатика и вычислительная техника,2019/2020,2,1,Студент 7356831,47,8.11,6,27.38%,8.25
Информатика и вычислительная техника,2019/2020,2,1,Студент 5939024,48,8.4,6,27.98%,8.24
